"Tempo","Temperatura"
58.6100,322.3
58.6150,322.3
58.6200,322.3
58.6250,322.3
58.6300,322.3
58.6350,322.3
58.6400,322.3
58.6450,322.3
58.6500,322.3
58.6550,322.3
58.6600,322.3
58.6650,322.3
58.6700,322.3
58.6750,322.3
58.6800,322.3
58.6850,322.3
58.6900,322.3
58.6950,322.3
58.7000,322.3
58.7050,322.3
58.7100,322.3
58.7150,322.3
58.7200,322.3
58.7250,322.3
58.7300,322.3
58.7350,322.3
58.7400,322.3
58.7450,322.3
58.7500,322.4
58.7550,322.3
58.7600,322.4
58.7650,322.3
58.7700,322.4
58.7750,322.4
58.7800,322.4
58.7850,322.3
58.7900,322.4
58.7950,322.4
58.8000,322.4
58.8050,322.4
58.8100,322.4
58.8150,322.4
58.8200,322.4
58.8250,322.4
58.8300,322.4
58.8350,322.4
58.8400,322.4
58.8450,322.4
58.8500,322.5
58.8550,322.4
58.8600,322.4
58.8650,322.5
58.8700,322.4
58.8750,322.5
58.8800,322.5
58.8850,322.5
58.8900,322.5
58.8950,322.5
58.9000,322.5
58.9050,322.5
58.9100,322.6
58.9150,322.5
58.9200,322.6
58.9250,322.5
58.9300,322.6
58.9350,322.6
58.9400,322.6
58.9450,322.6
58.9500,322.6
58.9550,322.6
58.9600,322.6
58.9650,322.6
58.9700,322.6
58.9750,322.6
58.9800,322.6
58.9850,322.6
58.9900,322.6
58.9950,322.6
59.0000,322.6
59.0050,322.6
59.0100,322.6
59.0150,322.6
59.0200,322.6
59.0250,322.6
59.0300,322.6
59.0350,322.6
59.0400,322.6
59.0450,322.6
59.0500,322.6
59.0550,322.6
59.0600,322.6
59.0650,322.6
59.0700,322.7
59.0750,322.6
59.0800,322.6
59.0850,322.6
59.0900,322.7
59.0950,322.6
59.1000,322.7
59.1050,322.6
59.1100,322.7
59.1150,322.7
59.1200,322.7
59.1250,322.7
59.1300,322.7
59.1350,322.7
59.1400,322.7
59.1450,322.7
59.1500,322.7
59.1550,322.7
59.1600,322.7
59.1650,322.7
59.1700,322.7
59.1750,322.7
59.1800,322.7
59.1850,322.7
59.1900,322.7
59.1950,322.7
59.2000,322.7
59.2050,322.7
59.2100,322.7
59.2150,322.7
59.2200,322.8
59.2250,322.8
59.2300,322.9
59.2350,322.8
59.2400,322.8
59.2450,322.8
59.2500,322.8
59.2550,322.8
59.2600,322.8
59.2650,322.8
59.2700,322.9
59.2750,322.9
59.2800,322.9
59.2850,322.9
59.2900,322.9
59.2950,322.9
59.3000,322.9
59.3050,322.9
59.3100,322.9
59.3150,322.9
59.3200,322.9
59.3250,322.9
59.3300,322.9
59.3350,322.9
59.3400,322.9
59.3450,322.9
59.3500,322.9
59.3550,322.9
59.3600,322.9
59.3650,322.9
59.3700,322.9
59.3750,322.9
59.3800,322.9
59.3850,322.9
59.3900,322.9
59.3950,322.9
59.4000,322.9
59.4050,322.9
59.4100,322.9
59.4150,322.9
59.4200,322.9
59.4250,322.9
59.4300,322.9
59.4350,322.9
59.4400,323.0
59.4450,322.9
59.4500,322.9
59.4550,323.0
59.4600,323.0
59.4650,323.0
59.4700,323.0
59.4750,322.9
59.4800,323.0
59.4850,323.0
59.4900,323.0
59.4950,323.0
59.5000,323.0
59.5050,323.0
59.5100,323.0
59.5150,323.0
59.5200,323.0
59.5250,323.0
59.5300,323.0
59.5350,323.0
59.5400,323.0
59.5450,323.1
59.5500,323.0
59.5550,323.0
59.5600,323.1
59.5650,323.0
59.5700,323.1
59.5750,323.1
59.5800,323.1
59.5850,323.1
59.5900,323.1
59.5950,323.1
59.6000,323.1
59.6050,323.1
59.6100,323.2
59.6150,323.1
59.6200,323.1
59.6250,323.1
59.6300,323.1
59.6350,323.1
59.6400,323.1
59.6450,323.1
59.6500,323.2
59.6550,323.2
59.6600,323.2
59.6650,323.2
59.6700,323.2
59.6750,323.2
59.6800,323.2
59.6850,323.2
59.6900,323.2
59.6950,323.2
59.7000,323.2
59.7050,323.2
59.7100,323.2
59.7150,323.2
59.7200,323.2
59.7250,323.2
59.7300,323.2
59.7350,323.2
59.7400,323.2
59.7450,323.2
59.7500,323.2
59.7550,323.2
59.7600,323.2
59.7650,323.2
59.7700,323.2
59.7750,323.2
59.7800,323.2
59.7850,323.2
59.7900,323.2
59.7950,323.2
59.8000,323.2
59.8050,323.2
59.8100,323.2
59.8150,323.2
59.8200,323.2
59.8250,323.2
59.8300,323.2
59.8350,323.2
59.8400,323.3
59.8450,323.2
59.8500,323.2
59.8550,323.2
59.8600,323.3
59.8650,323.3
59.8700,323.3
59.8750,323.2
59.8800,323.3
59.8850,323.3
59.8900,323.3
59.8950,323.3
59.9000,323.3
59.9050,323.3
59.9100,323.3
59.9150,323.3
59.9200,323.3
59.9250,323.3
59.9300,323.3
59.9350,323.3
59.9400,323.3
59.9450,323.3
59.9500,323.3
59.9550,323.3
59.9600,323.3
59.9650,323.3
59.9700,323.3
59.9750,323.3
59.9800,323.4
59.9850,323.3
59.9900,323.3
59.9950,323.3
60.0000,323.4
60.0050,323.3
60.0100,323.4
60.0150,323.3
60.0200,323.4
60.0250,323.4
60.0300,323.3
60.0350,323.4
60.0400,323.4
60.0450,323.4
60.0500,323.4
60.0550,323.4
60.0600,323.4
60.0650,323.4
60.0700,323.5
60.0750,323.5
60.0800,323.5
60.0850,323.4
60.0900,323.5
60.0950,323.5
60.1000,323.5
60.1050,323.5
60.1100,323.5
60.1150,323.5
60.1200,323.5
60.1250,323.5
60.1300,323.5
60.1350,323.5
60.1400,323.5
60.1450,323.6
60.1500,323.5
60.1550,323.5
60.1600,323.5
60.1650,323.6
60.1700,323.5
60.1750,323.5
60.1800,323.6
60.1850,323.6
60.1900,323.6
60.1950,323.6
60.2000,323.6
60.2050,323.6
60.2100,323.5
60.2150,323.6
60.2200,323.5
60.2250,323.6
60.2300,323.6
60.2350,323.6
60.2400,323.6
60.2450,323.6
60.2500,323.6
60.2550,323.6
60.2600,323.6
60.2650,323.6
60.2700,323.6
60.2750,323.6
60.2800,323.6
60.2850,323.6
60.2900,323.6
60.2950,323.6
60.3000,323.6
60.3050,323.6
60.3100,323.6
60.3150,323.6
60.3200,323.6
60.3250,323.6
60.3300,323.6
60.3350,323.6
60.3400,323.6
60.3450,323.6
60.3500,323.6
60.3550,323.6
60.3600,323.6
60.3650,323.6
60.3700,323.6
60.3750,323.6
60.3800,323.6
60.3850,323.6
60.3900,323.6
60.3950,323.6
60.4000,323.6
60.4050,323.6
60.4100,323.6
60.4150,323.6
60.4200,323.6
60.4250,323.6
60.4300,323.7
60.4350,323.7
60.4400,323.6
60.4450,323.6
60.4500,323.6
60.4550,323.7
60.4600,323.7
60.4650,323.7
60.4700,323.6
60.4750,323.7
60.4800,323.7
60.4850,323.7
60.4900,323.6
60.4950,323.7
60.5000,323.8
60.5050,323.7
60.5100,323.8
60.5150,323.7
60.5200,323.8
60.5250,323.7
60.5300,323.7
60.5350,323.7
60.5400,323.7
60.5450,323.7
60.5500,323.8
60.5550,323.8
60.5600,323.8
60.5650,323.8
60.5700,323.8
60.5750,323.7
60.5800,323.7
60.5850,323.8
60.5900,323.8
60.5950,323.8
60.6000,323.8
60.6050,323.8
60.6100,323.8
60.6150,323.8
60.6200,323.8
60.6250,323.8
60.6300,323.8
60.6350,323.8
60.6400,323.8
60.6450,323.8
60.6500,323.8
60.6550,323.8
60.6600,323.9
60.6650,323.9
60.6700,323.8
60.6750,323.9
60.6800,323.8
60.6850,323.9
60.6900,323.8
60.6950,323.8
60.7000,323.9
60.7050,323.9
60.7100,323.9
60.7150,323.9
60.7200,323.9
60.7250,323.9
60.7300,323.9
60.7350,323.9
60.7400,323.9
60.7450,323.9
60.7500,323.9
60.7550,323.9
60.7600,323.9
60.7650,323.9
60.7700,323.9
60.7750,323.9
60.7800,323.9
60.7850,323.9
60.7900,323.9
60.7950,323.9
60.8000,323.9
60.8050,323.9
60.8100,323.9
60.8150,323.9
60.8200,323.9
60.8250,323.9
60.8300,323.9
60.8350,323.9
60.8400,323.9
60.8450,323.9
60.8500,323.9
60.8550,323.9
60.8600,323.9
60.8650,323.9
60.8700,323.9
60.8750,323.9
60.8800,323.9
60.8850,323.9
60.8900,323.9
60.8950,323.9
60.9000,323.9
60.9050,323.9
60.9100,323.9
60.9150,323.9
60.9200,323.9
60.9250,323.9
60.9300,323.9
60.9350,323.9
60.9400,323.9
60.9450,323.9
60.9500,323.9
60.9550,323.9
60.9600,323.9
60.9650,323.9
60.9700,324.0
60.9750,324.0
60.9800,323.9
60.9850,323.9
60.9900,324.0
60.9950,324.0
61.0000,323.9
61.0050,324.0
61.0100,323.9
61.0150,324.0
61.0200,324.0
61.0250,324.0
61.0300,324.0
61.0350,324.0
61.0400,324.1
61.0450,324.0
61.0500,324.1
61.0550,324.0
61.0600,324.0
61.0650,324.1
61.0700,324.1
61.0750,324.0
61.0800,324.1
61.0850,324.1
61.0900,324.1
61.0950,324.0
61.1000,324.1
61.1050,324.1
61.1100,324.1
61.1150,324.1
61.1200,324.1
61.1250,324.1
61.1300,324.1
61.1350,324.1
61.1400,324.1
61.1450,324.1
61.1500,324.1
61.1550,324.1
61.1600,324.1
61.1650,324.1
61.1700,324.1
61.1750,324.1
61.1800,324.2
61.1850,324.2
61.1900,324.1
61.1950,324.2
61.2000,324.1
61.2050,324.2
61.2100,324.2
61.2150,324.2
61.2200,324.2
61.2250,324.2
61.2300,324.2
61.2350,324.2
