"Posizione","Pressione"
0.00100000,234.38
0.00112500,270.03
0.00125000,304.70
0.00131250,338.88
0.00143750,373.06
0.00162500,406.26
0.00175000,442.88
0.00187500,487.32
0.00206250,540.54
0.00225000,593.77
0.00250000,643.09
0.00268750,688.50
0.00281250,736.84
0.00300000,789.57
0.00318750,838.40
0.00337500,883.82
0.00350000,918.48
0.00362500,941.43
0.00368750,954.13
0.00368750,958.53
0.00368750,956.57
